Column,Row,Ratio,Region_Code,Region_Name,SIG_ENG_NM
34,35,0.0,L,Jeon-Buk,Namwon-si
34,35,0.0,L,Jeon-Buk,Imsil-gun
34,35,0.0,L,Jeon-Buk,Namwon-si
34,35,0.0,L,Jeon-Buk,Sunchang-gun
34,35,0.0,L,Jeon-Buk,Imsil-gun
34,35,0.0,L,Jeon-Buk,Sunchang-gun
36,35,0.0,L,Jeon-Buk,Namwon-si
36,35,0.0,L,Jeon-Buk,Jangsu-gun
37,35,0.0,K,Gyeong-Nam,Hamyang-gun
37,35,0.0,L,Jeon-Buk,Namwon-si
42,35,0.0,K,Gyeong-Nam,Uiryeong-gun
42,35,0.0,K,Gyeong-Nam,Hapcheon-gun
43,35,0.0,K,Gyeong-Nam,Uiryeong-gun
43,35,0.0,K,Gyeong-Nam,Hapcheon-gun
45,35,0.0,K,Gyeong-Nam,Haman-gun
45,35,0.0,K,Gyeong-Nam,Changnyeong-gun
46,35,0.0,K,Gyeong-Nam,"Uichang-gu, Changwon-si"
46,35,0.0,K,Gyeong-Nam,Changnyeong-gun
46,35,0.0,K,Gyeong-Nam,Haman-gun
46,35,0.0,K,Gyeong-Nam,Changnyeong-gun
52,35,0.0,K,Gyeong-Nam,Yangsan-si
52,35,0.0,C,Busan,Gijang-gun
52,35,0.0,C,Busan,Gijang-gun
52,35,0.0,P,Ulsan,Ulju-gun
53,35,0.0,C,Busan,Gijang-gun
53,35,0.0,P,Ulsan,Ulju-gun
27,36,0.0,L,Jeon-Buk,Gochang-gun
27,36,0.0,L,Jeon-Buk,Buan-gun
28,36,0.0,L,Jeon-Buk,Jeongeup-si
28,36,0.0,L,Jeon-Buk,Buan-gun
28,36,0.0,L,Jeon-Buk,Gochang-gun
28,36,0.0,L,Jeon-Buk,Buan-gun
31,36,0.0,L,Jeon-Buk,Jeongeup-si
31,36,0.0,L,Jeon-Buk,Imsil-gun
32,36,0.1,L,Jeon-Buk,Jeongeup-si
32,36,0.1,L,Jeon-Buk,Imsil-gun
32,36,0.0,L,Jeon-Buk,Imsil-gun
32,36,0.0,L,Jeon-Buk,Sunchang-gun
34,36,0.0,L,Jeon-Buk,Namwon-si
34,36,0.0,L,Jeon-Buk,Jangsu-gun
34,36,0.0,L,Jeon-Buk,Namwon-si
34,36,0.0,L,Jeon-Buk,Imsil-gun
34,36,0.0,L,Jeon-Buk,Jangsu-gun
34,36,0.0,L,Jeon-Buk,Imsil-gun
35,36,0.0,L,Jeon-Buk,Namwon-si
35,36,0.0,L,Jeon-Buk,Jangsu-gun
36,36,0.0,K,Gyeong-Nam,Hamyang-gun
36,36,0.0,L,Jeon-Buk,Namwon-si
36,36,0.0,L,Jeon-Buk,Namwon-si
36,36,0.0,L,Jeon-Buk,Jangsu-gun
37,36,0.0,K,Gyeong-Nam,Hamyang-gun
37,36,0.0,L,Jeon-Buk,Namwon-si
42,36,0.0,K,Gyeong-Nam,Uiryeong-gun
42,36,0.0,K,Gyeong-Nam,Hapcheon-gun
43,36,0.0,K,Gyeong-Nam,Uiryeong-gun
43,36,0.0,K,Gyeong-Nam,Hapcheon-gun
44,36,0.0,K,Gyeong-Nam,Uiryeong-gun
44,36,0.0,K,Gyeong-Nam,Hapcheon-gun
28,37,0.0,L,Jeon-Buk,Jeongeup-si
28,37,0.0,L,Jeon-Buk,Buan-gun
31,37,0.0,L,Jeon-Buk,Jeongeup-si
31,37,0.0,L,Jeon-Buk,Wanju-gun
31,37,0.0,L,Jeon-Buk,Jeongeup-si
31,37,0.0,L,Jeon-Buk,Imsil-gun
31,37,0.0,L,Jeon-Buk,Wanju-gun
31,37,0.0,L,Jeon-Buk,Imsil-gun
32,37,0.0,L,Jeon-Buk,Jeongeup-si
32,37,0.0,L,Jeon-Buk,Imsil-gun
32,37,0.0,L,Jeon-Buk,Wanju-gun
32,37,0.0,L,Jeon-Buk,Imsil-gun
34,37,0.0,L,Jeon-Buk,Jinan-gun
34,37,0.0,L,Jeon-Buk,Imsil-gun
34,37,0.0,L,Jeon-Buk,Jangsu-gun
34,37,0.0,L,Jeon-Buk,Imsil-gun
35,37,0.0,L,Jeon-Buk,Jinan-gun
35,37,0.0,L,Jeon-Buk,Imsil-gun
35,37,0.0,L,Jeon-Buk,Jangsu-gun
35,37,0.0,L,Jeon-Buk,Imsil-gun
28,38,0.0,L,Jeon-Buk,Jeongeup-si
28,38,0.0,L,Jeon-Buk,Buan-gun
29,38,0.0,L,Jeon-Buk,Jeongeup-si
29,38,0.0,L,Jeon-Buk,Gimje-si
29,38,0.0,L,Jeon-Buk,Jeongeup-si
29,38,0.0,L,Jeon-Buk,Buan-gun
29,38,0.0,L,Jeon-Buk,Gimje-si
29,38,0.0,L,Jeon-Buk,Buan-gun
30,38,0.0,L,Jeon-Buk,Jeongeup-si
30,38,0.0,L,Jeon-Buk,Gimje-si
31,38,0.0,L,Jeon-Buk,"Wansan-gu, Jeonju-si"
31,38,0.0,L,Jeon-Buk,Gimje-si
31,38,0.0,L,Jeon-Buk,Jeongeup-si
31,38,0.0,L,Jeon-Buk,Gimje-si
31,38,0.0,L,Jeon-Buk,Jeongeup-si
31,38,0.0,L,Jeon-Buk,Wanju-gun
31,38,0.0,L,Jeon-Buk,Gimje-si
31,38,0.0,L,Jeon-Buk,Wanju-gun
32,38,0.0,L,Jeon-Buk,Wanju-gun
32,38,0.0,L,Jeon-Buk,Imsil-gun
33,38,0.0,L,Jeon-Buk,Wanju-gun
33,38,0.0,L,Jeon-Buk,Imsil-gun
33,38,0.1,L,Jeon-Buk,Jinan-gun
33,38,0.1,L,Jeon-Buk,Imsil-gun
34,38,0.0,L,Jeon-Buk,Jinan-gun
34,38,0.0,L,Jeon-Buk,Imsil-gun
37,38,0.0,K,Gyeong-Nam,Hamyang-gun
37,38,0.0,L,Jeon-Buk,Jangsu-gun
28,39,0.1,L,Jeon-Buk,Gimje-si
28,39,0.1,L,Jeon-Buk,Buan-gun
29,39,0.0,L,Jeon-Buk,Jeongeup-si
29,39,0.0,L,Jeon-Buk,Gimje-si
30,39,0.0,L,Jeon-Buk,Jeongeup-si
30,39,0.0,L,Jeon-Buk,Gimje-si
30,39,0.0,L,Jeon-Buk,Gimje-si
30,39,0.0,L,Jeon-Buk,Wanju-gun
31,39,0.0,L,Jeon-Buk,"Wansan-gu, Jeonju-si"
31,39,0.0,L,Jeon-Buk,Gimje-si
31,39,0.0,L,Jeon-Buk,Gimje-si
31,39,0.0,L,Jeon-Buk,Wanju-gun
33,39,0.0,L,Jeon-Buk,Wanju-gun
33,39,0.0,L,Jeon-Buk,Jinan-gun
33,39,0.0,L,Jeon-Buk,Wanju-gun
33,39,0.0,L,Jeon-Buk,Imsil-gun
33,39,0.0,L,Jeon-Buk,Jinan-gun
33,39,0.0,L,Jeon-Buk,Imsil-gun
34,39,0.0,L,Jeon-Buk,Wanju-gun
34,39,0.0,L,Jeon-Buk,Jinan-gun
47,39,0.0,D,Daegu,Suseong-gu
47,39,0.0,D,Daegu,Dalseong-gun
27,40,0.0,L,Jeon-Buk,Gunsan-si
27,40,0.0,L,Jeon-Buk,Gimje-si
28,40,0.0,L,Jeon-Buk,Gunsan-si
28,40,0.0,L,Jeon-Buk,Gimje-si
29,40,0.0,L,Jeon-Buk,Gunsan-si
29,40,0.0,L,Jeon-Buk,Gimje-si
30,40,0.0,L,Jeon-Buk,"Deokjin-gu, Jeonju-si"
30,40,0.0,L,Jeon-Buk,Iksan-si
30,40,0.0,L,Jeon-Buk,"Deokjin-gu, Jeonju-si"
30,40,0.0,L,Jeon-Buk,Gimje-si
30,40,0.0,L,Jeon-Buk,Iksan-si
30,40,0.0,L,Jeon-Buk,Gimje-si
30,40,0.0,L,Jeon-Buk,Gimje-si
30,40,0.0,L,Jeon-Buk,Wanju-gun
31,40,0.0,L,Jeon-Buk,"Wansan-gu, Jeonju-si"
31,40,0.0,L,Jeon-Buk,"Deokjin-gu, Jeonju-si"
31,40,0.0,L,Jeon-Buk,"Deokjin-gu, Jeonju-si"
31,40,0.0,L,Jeon-Buk,Iksan-si
31,40,0.0,L,Jeon-Buk,"Deokjin-gu, Jeonju-si"
31,40,0.0,L,Jeon-Buk,Gimje-si
31,40,0.0,L,Jeon-Buk,"Deokjin-gu, Jeonju-si"
31,40,0.0,L,Jeon-Buk,Wanju-gun
31,40,0.0,L,Jeon-Buk,Iksan-si
31,40,0.0,L,Jeon-Buk,Wanju-gun
31,40,0.0,L,Jeon-Buk,Gimje-si
31,40,0.0,L,Jeon-Buk,Wanju-gun
34,40,0.0,L,Jeon-Buk,Wanju-gun
34,40,0.0,L,Jeon-Buk,Jinan-gun
45,40,0.0,J,Gyeong-Buk,Goryeong-gun
45,40,0.0,D,Daegu,Dalseo-gu
45,40,0.0,D,Daegu,Dalseo-gu
45,40,0.0,D,Daegu,Dalseong-gun
46,40,0.0,D,Daegu,Jung-gu
46,40,0.0,D,Daegu,Suseong-gu
46,40,0.0,D,Daegu,Dong-gu
46,40,0.0,D,Daegu,Suseong-gu
46,40,0.0,D,Daegu,Nam-gu
46,40,0.0,D,Daegu,Suseong-gu
46,40,0.0,D,Daegu,Suseong-gu
46,40,0.0,D,Daegu,Dalseong-gun
47,40,0.0,J,Gyeong-Buk,Gyeongsan-si
47,40,0.0,D,Daegu,Dong-gu
47,40,0.0,J,Gyeong-Buk,Gyeongsan-si
47,40,0.0,D,Daegu,Suseong-gu
47,40,0.0,D,Daegu,Dong-gu
47,40,0.0,D,Daegu,Suseong-gu
47,40,0.0,D,Daegu,Suseong-gu
47,40,0.0,D,Daegu,Dalseong-gun
48,40,0.0,J,Gyeong-Buk,Gyeongsan-si
48,40,0.0,D,Daegu,Dong-gu
54,40,0.0,J,Gyeong-Buk,"Nam-gu, Pohang-si"
54,40,0.0,J,Gyeong-Buk,Gyeongju-si
55,40,0.0,J,Gyeong-Buk,"Nam-gu, Pohang-si"
55,40,0.0,J,Gyeong-Buk,Gyeongju-si
29,41,0.0,L,Jeon-Buk,Gunsan-si
29,41,0.0,L,Jeon-Buk,Iksan-si
30,41,0.0,L,Jeon-Buk,Gunsan-si
30,41,0.0,L,Jeon-Buk,Iksan-si
30,41,0.0,L,Jeon-Buk,Iksan-si
30,41,0.0,L,Jeon-Buk,Gimje-si
31,41,0.0,L,Jeon-Buk,Iksan-si
31,41,0.0,L,Jeon-Buk,Wanju-gun
32,41,0.0,L,Jeon-Buk,Iksan-si
32,41,0.0,L,Jeon-Buk,Wanju-gun
34,41,0.0,L,Jeon-Buk,Wanju-gun
34,41,0.0,L,Jeon-Buk,Jinan-gun
45,41,0.1,J,Gyeong-Buk,Chilgok-gun
45,41,0.1,D,Daegu,Buk-gu
46,41,0.2,J,Gyeong-Buk,Chilgok-gun
46,41,0.2,D,Daegu,Buk-gu
48,41,0.0,J,Gyeong-Buk,Gyeongsan-si
48,41,0.0,D,Daegu,Dong-gu
53,41,0.0,J,Gyeong-Buk,"Nam-gu, Pohang-si"
53,41,0.0,J,Gyeong-Buk,Gyeongju-si
54,41,0.0,J,Gyeong-Buk,"Nam-gu, Pohang-si"
54,41,0.0,J,Gyeong-Buk,Gyeongju-si
55,41,0.0,J,Gyeong-Buk,"Nam-gu, Pohang-si"
55,41,0.0,J,Gyeong-Buk,Gyeongju-si
29,42,0.0,L,Jeon-Buk,Gunsan-si
29,42,0.0,L,Jeon-Buk,Iksan-si
29,42,0.0,I,Chung-Nam,Buyeo-gun
29,42,0.0,I,Chung-Nam,Seocheon-gun
30,42,0.0,L,Jeon-Buk,Gunsan-si
30,42,0.0,L,Jeon-Buk,Iksan-si
32,42,0.0,L,Jeon-Buk,Iksan-si
32,42,0.0,L,Jeon-Buk,Wanju-gun
32,42,0.0,L,Jeon-Buk,Wanju-gun
32,42,0.0,I,Chung-Nam,Nonsan-si
34,42,0.0,L,Jeon-Buk,Wanju-gun
34,42,0.0,L,Jeon-Buk,Jinan-gun
34,42,0.0,L,Jeon-Buk,Wanju-gun
34,42,0.0,I,Chung-Nam,Geumsan-gun
45,42,0.0,J,Gyeong-Buk,Chilgok-gun
45,42,0.0,D,Daegu,Buk-gu
46,42,0.0,J,Gyeong-Buk,Chilgok-gun
46,42,0.0,D,Daegu,Dong-gu
46,42,0.2,J,Gyeong-Buk,Chilgok-gun
46,42,0.2,D,Daegu,Buk-gu
47,42,0.0,J,Gyeong-Buk,Yeongcheon-si
47,42,0.0,D,Daegu,Dong-gu
47,42,0.0,J,Gyeong-Buk,Gyeongsan-si
47,42,0.0,D,Daegu,Dong-gu
47,42,0.0,J,Gyeong-Buk,Chilgok-gun
47,42,0.0,D,Daegu,Dong-gu
48,42,0.0,J,Gyeong-Buk,Yeongcheon-si
48,42,0.0,J,Gyeong-Buk,Gyeongsan-si
52,42,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
52,42,0.0,J,Gyeong-Buk,Gyeongju-si
53,42,0.0,J,Gyeong-Buk,"Nam-gu, Pohang-si"
53,42,0.0,J,Gyeong-Buk,Gyeongju-si
28,43,0.0,I,Chung-Nam,Buyeo-gun
28,43,0.0,I,Chung-Nam,Seocheon-gun
29,43,0.0,I,Chung-Nam,Buyeo-gun
29,43,0.0,I,Chung-Nam,Seocheon-gun
32,43,0.0,L,Jeon-Buk,Wanju-gun
32,43,0.0,I,Chung-Nam,Nonsan-si
33,43,0.0,L,Jeon-Buk,Wanju-gun
33,43,0.0,I,Chung-Nam,Nonsan-si
34,43,0.0,L,Jeon-Buk,Wanju-gun
34,43,0.0,I,Chung-Nam,Nonsan-si
34,43,0.0,L,Jeon-Buk,Wanju-gun
34,43,0.0,I,Chung-Nam,Geumsan-gun
46,43,0.0,J,Gyeong-Buk,Gumi-si
46,43,0.0,J,Gyeong-Buk,Chilgok-gun
51,43,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
51,43,0.0,J,Gyeong-Buk,Yeongcheon-si
52,43,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
52,43,0.0,J,Gyeong-Buk,Gyeongju-si
52,43,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
52,43,0.0,J,Gyeong-Buk,Yeongcheon-si
53,43,0.0,J,Gyeong-Buk,"Nam-gu, Pohang-si"
53,43,0.0,J,Gyeong-Buk,Gyeongju-si
53,43,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
53,43,0.0,J,Gyeong-Buk,Gyeongju-si
26,44,0.0,I,Chung-Nam,Boryeong-si
26,44,0.0,I,Chung-Nam,Seocheon-gun
28,44,0.0,I,Chung-Nam,Boryeong-si
28,44,0.0,I,Chung-Nam,Buyeo-gun
28,44,0.0,I,Chung-Nam,Buyeo-gun
28,44,0.0,I,Chung-Nam,Seocheon-gun
33,44,0.0,O,Daejeon,Seo-gu
33,44,0.0,I,Chung-Nam,Nonsan-si
34,44,0.0,O,Daejeon,Jung-gu
34,44,0.0,I,Chung-Nam,Geumsan-gun
34,44,0.0,O,Daejeon,Seo-gu
34,44,0.0,I,Chung-Nam,Nonsan-si
34,44,0.0,O,Daejeon,Seo-gu
34,44,0.0,I,Chung-Nam,Geumsan-gun
35,44,0.0,O,Daejeon,Dong-gu
35,44,0.0,I,Chung-Nam,Geumsan-gun
35,44,0.0,O,Daejeon,Jung-gu
35,44,0.0,I,Chung-Nam,Geumsan-gun
49,44,0.0,J,Gyeong-Buk,Yeongcheon-si
49,44,0.0,J,Gyeong-Buk,Cheongsong-gun
50,44,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
50,44,0.0,J,Gyeong-Buk,Yeongcheon-si
50,44,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
50,44,0.0,J,Gyeong-Buk,Cheongsong-gun
51,44,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
51,44,0.0,J,Gyeong-Buk,Yeongcheon-si
27,45,0.0,I,Chung-Nam,Boryeong-si
27,45,0.0,I,Chung-Nam,Buyeo-gun
28,45,0.0,I,Chung-Nam,Boryeong-si
28,45,0.0,I,Chung-Nam,Buyeo-gun
30,45,0.0,I,Chung-Nam,Gongju-si
30,45,0.0,I,Chung-Nam,Buyeo-gun
31,45,0.0,I,Chung-Nam,Gongju-si
31,45,0.0,I,Chung-Nam,Nonsan-si
31,45,0.0,I,Chung-Nam,Gongju-si
31,45,0.0,I,Chung-Nam,Buyeo-gun
32,45,0.0,I,Chung-Nam,Gongju-si
32,45,0.0,I,Chung-Nam,Nonsan-si
33,45,0.0,O,Daejeon,Seo-gu
33,45,0.0,I,Chung-Nam,Nonsan-si
33,45,0.0,O,Daejeon,Seo-gu
33,45,0.0,I,Chung-Nam,Gyeryong-si
33,45,0.0,O,Daejeon,Yuseong-gu
33,45,0.0,I,Chung-Nam,Gyeryong-si
34,45,0.0,O,Daejeon,Jung-gu
34,45,0.0,I,Chung-Nam,Geumsan-gun
34,45,0.0,O,Daejeon,Seo-gu
34,45,0.0,I,Chung-Nam,Geumsan-gun
35,45,0.0,O,Daejeon,Dong-gu
35,45,0.0,I,Chung-Nam,Geumsan-gun
35,45,0.0,O,Daejeon,Dong-gu
35,45,0.0,H,Chungbuk,Okcheon-gun
50,45,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
50,45,0.0,J,Gyeong-Buk,Cheongsong-gun
51,45,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
51,45,0.0,J,Gyeong-Buk,Cheongsong-gun
52,45,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
52,45,0.0,J,Gyeong-Buk,Cheongsong-gun
53,45,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
53,45,0.0,J,Gyeong-Buk,Yeongdeok-gun
54,45,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
54,45,0.0,J,Gyeong-Buk,Yeongdeok-gun
27,46,0.0,I,Chung-Nam,Boryeong-si
27,46,0.0,I,Chung-Nam,Buyeo-gun
27,46,0.0,I,Chung-Nam,Boryeong-si
27,46,0.0,I,Chung-Nam,Cheongyang-gun
28,46,0.0,I,Chung-Nam,Boryeong-si
28,46,0.0,I,Chung-Nam,Cheongyang-gun
30,46,0.0,I,Chung-Nam,Gongju-si
30,46,0.0,I,Chung-Nam,Buyeo-gun
30,46,0.0,I,Chung-Nam,Gongju-si
30,46,0.0,I,Chung-Nam,Cheongyang-gun
31,46,0.0,I,Chung-Nam,Gongju-si
31,46,0.0,I,Chung-Nam,Nonsan-si
31,46,0.0,I,Chung-Nam,Gongju-si
31,46,0.0,I,Chung-Nam,Cheongyang-gun
32,46,0.0,I,Chung-Nam,Gongju-si
32,46,0.0,I,Chung-Nam,Nonsan-si
33,46,0.0,O,Daejeon,Yuseong-gu
33,46,0.0,I,Chung-Nam,Gongju-si
33,46,0.0,O,Daejeon,Yuseong-gu
33,46,0.0,I,Chung-Nam,Gyeryong-si
33,46,0.0,I,Chung-Nam,Gongju-si
33,46,0.0,I,Chung-Nam,Gyeryong-si
35,46,0.0,O,Daejeon,Dong-gu
35,46,0.0,O,Daejeon,Daedeok-gu
35,46,0.0,O,Daejeon,Dong-gu
35,46,0.0,H,Chungbuk,Okcheon-gun
36,46,0.0,O,Daejeon,Dong-gu
36,46,0.0,H,Chungbuk,Boeun-gun
36,46,0.0,O,Daejeon,Dong-gu
36,46,0.0,H,Chungbuk,Okcheon-gun
52,46,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
52,46,0.0,J,Gyeong-Buk,Cheongsong-gun
52,46,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
52,46,0.0,J,Gyeong-Buk,Yeongdeok-gun
53,46,0.0,J,Gyeong-Buk,"Buk-gu, Pohang-si"
53,46,0.0,J,Gyeong-Buk,Yeongdeok-gun
27,47,0.0,I,Chung-Nam,Boryeong-si
27,47,0.0,I,Chung-Nam,Cheongyang-gun
27,47,0.0,I,Chung-Nam,Boryeong-si
27,47,0.0,I,Chung-Nam,Hongseong-gun
27,47,0.0,I,Chung-Nam,Cheongyang-gun
27,47,0.0,I,Chung-Nam,Hongseong-gun
28,47,0.0,I,Chung-Nam,Cheongyang-gun
28,47,0.0,I,Chung-Nam,Hongseong-gun
29,47,0.0,I,Chung-Nam,Gongju-si
29,47,0.0,I,Chung-Nam,Cheongyang-gun
30,47,0.0,I,Chung-Nam,Gongju-si
30,47,0.0,I,Chung-Nam,Cheongyang-gun
31,47,0.0,I,Chung-Nam,Gongju-si
31,47,0.0,I,Chung-Nam,Cheongyang-gun
33,47,0.0,O,Daejeon,Yuseong-gu
33,47,0.0,Q,Sejong,Sejong-si
33,47,0.0,O,Daejeon,Yuseong-gu
33,47,0.0,I,Chung-Nam,Gongju-si
34,47,0.0,O,Daejeon,Yuseong-gu
34,47,0.0,Q,Sejong,Sejong-si
34,47,0.4,O,Daejeon,Yuseong-gu
34,47,0.4,H,Chungbuk,"Seowon-gu, Cheongju-si"
35,47,0.0,O,Daejeon,Dong-gu
35,47,0.0,H,Chungbuk,Boeun-gun
36,47,0.0,O,Daejeon,Dong-gu
36,47,0.0,H,Chungbuk,Boeun-gun
36,47,0.0,H,Chungbuk,"Sangdang-gu, Cheongju-si"
36,47,0.0,H,Chungbuk,Boeun-gun
26,48,0.0,I,Chung-Nam,Boryeong-si
26,48,0.0,I,Chung-Nam,Hongseong-gun
28,48,0.0,I,Chung-Nam,Cheongyang-gun
28,48,0.0,I,Chung-Nam,Hongseong-gun
28,48,0.0,I,Chung-Nam,Cheongyang-gun
28,48,0.0,I,Chung-Nam,Yesan-gun
29,48,0.0,I,Chung-Nam,Gongju-si
29,48,0.0,I,Chung-Nam,Cheongyang-gun
29,48,0.0,I,Chung-Nam,Cheongyang-gun
29,48,0.0,I,Chung-Nam,Yesan-gun
34,48,0.0,O,Daejeon,Yuseong-gu
34,48,0.0,Q,Sejong,Sejong-si
34,48,0.0,O,Daejeon,Yuseong-gu
34,48,0.0,H,Chungbuk,"Seowon-gu, Cheongju-si"
34,48,0.0,Q,Sejong,Sejong-si
34,48,0.0,H,Chungbuk,"Seowon-gu, Cheongju-si"
36,48,0.0,H,Chungbuk,"Sangdang-gu, Cheongju-si"
36,48,0.0,H,Chungbuk,Boeun-gun
51,48,0.0,J,Gyeong-Buk,Cheongsong-gun
51,48,0.0,J,Gyeong-Buk,Yeongyang-gun
51,48,0.0,J,Gyeong-Buk,Yeongyang-gun
51,48,0.0,J,Gyeong-Buk,Yeongdeok-gun
52,48,0.0,J,Gyeong-Buk,Yeongyang-gun
52,48,0.0,J,Gyeong-Buk,Yeongdeok-gun
24,49,0.0,I,Chung-Nam,Seosan-si
24,49,0.0,I,Chung-Nam,Taean-gun
27,49,0.0,I,Chung-Nam,Hongseong-gun
27,49,0.0,I,Chung-Nam,Yesan-gun
36,49,0.0,H,Chungbuk,"Sangdang-gu, Cheongju-si"
36,49,0.0,H,Chungbuk,Boeun-gun
37,49,0.0,H,Chungbuk,"Sangdang-gu, Cheongju-si"
37,49,0.0,H,Chungbuk,Boeun-gun
38,49,0.0,H,Chungbuk,"Sangdang-gu, Cheongju-si"
38,49,0.0,H,Chungbuk,Boeun-gun
38,49,0.0,H,Chungbuk,"Sangdang-gu, Cheongju-si"
38,49,0.0,H,Chungbuk,Goesan-gun
50,49,0.0,J,Gyeong-Buk,Andong-si
50,49,0.0,J,Gyeong-Buk,Yeongyang-gun
50,49,0.0,J,Gyeong-Buk,Cheongsong-gun
50,49,0.0,J,Gyeong-Buk,Yeongyang-gun
51,49,0.0,J,Gyeong-Buk,Cheongsong-gun
51,49,0.0,J,Gyeong-Buk,Yeongyang-gun
52,49,0.0,J,Gyeong-Buk,Yeongyang-gun
52,49,0.0,J,Gyeong-Buk,Yeongdeok-gun
24,50,0.0,I,Chung-Nam,Seosan-si
24,50,0.0,I,Chung-Nam,Taean-gun
29,50,0.0,I,Chung-Nam,Asan-si
29,50,0.0,I,Chung-Nam,Yesan-gun
30,50,0.0,I,Chung-Nam,Asan-si
30,50,0.0,I,Chung-Nam,Yesan-gun
32,50,0.0,Q,Sejong,Sejong-si
32,50,0.0,I,Chung-Nam,"Dongnam-gu, Cheonan-si"
33,50,0.0,Q,Sejong,Sejong-si
33,50,0.0,I,Chung-Nam,"Dongnam-gu, Cheonan-si"
34,50,0.0,H,Chungbuk,"Heungdeok-gu, Cheongju-si"
34,50,0.0,H,Chungbuk,"Cheongwon-gu, Cheongju-si"
36,50,0.0,H,Chungbuk,"Sangdang-gu, Cheongju-si"
36,50,0.0,H,Chungbuk,Jeungpyeong-gun
36,50,0.0,H,Chungbuk,"Cheongwon-gu, Cheongju-si"
36,50,0.0,H,Chungbuk,Jeungpyeong-gun
37,50,0.0,H,Chungbuk,"Sangdang-gu, Cheongju-si"
37,50,0.0,H,Chungbuk,Jeungpyeong-gun
37,50,0.0,H,Chungbuk,"Sangdang-gu, Cheongju-si"
37,50,0.0,H,Chungbuk,Goesan-gun
50,50,0.0,J,Gyeong-Buk,Andong-si
50,50,0.0,J,Gyeong-Buk,Yeongyang-gun
52,50,0.0,J,Gyeong-Buk,Yeongyang-gun
52,50,0.0,J,Gyeong-Buk,Yeongdeok-gun
24,51,0.0,I,Chung-Nam,Seosan-si
24,51,0.0,I,Chung-Nam,Taean-gun
26,51,0.0,I,Chung-Nam,Seosan-si
26,51,0.0,I,Chung-Nam,Dangjin-si
27,51,0.0,I,Chung-Nam,Seosan-si
27,51,0.0,I,Chung-Nam,Dangjin-si
27,51,0.0,I,Chung-Nam,Dangjin-si
27,51,0.0,I,Chung-Nam,Yesan-gun
28,51,0.0,I,Chung-Nam,Dangjin-si
28,51,0.0,I,Chung-Nam,Yesan-gun
29,51,0.0,I,Chung-Nam,Asan-si
29,51,0.0,I,Chung-Nam,Dangjin-si
29,51,0.0,I,Chung-Nam,Asan-si
29,51,0.0,I,Chung-Nam,Yesan-gun
29,51,0.0,I,Chung-Nam,Dangjin-si
29,51,0.0,I,Chung-Nam,Yesan-gun
36,51,0.0,H,Chungbuk,"Cheongwon-gu, Cheongju-si"
36,51,0.0,H,Chungbuk,Jeungpyeong-gun
36,51,0.0,H,Chungbuk,Jeungpyeong-gun
36,51,0.0,H,Chungbuk,Jincheon-gun
40,51,0.0,J,Gyeong-Buk,Mungyeong-si
40,51,0.0,H,Chungbuk,Goesan-gun
47,51,0.0,J,Gyeong-Buk,Yeongju-si
47,51,0.0,J,Gyeong-Buk,Bonghwa-gun
48,51,0.0,J,Gyeong-Buk,Andong-si
48,51,0.0,J,Gyeong-Buk,Bonghwa-gun
49,51,0.1,J,Gyeong-Buk,Andong-si
49,51,0.1,J,Gyeong-Buk,Bonghwa-gun
50,51,0.0,J,Gyeong-Buk,Andong-si
50,51,0.0,J,Gyeong-Buk,Yeongyang-gun
50,51,0.0,J,Gyeong-Buk,Andong-si
50,51,0.0,J,Gyeong-Buk,Bonghwa-gun
50,51,0.0,J,Gyeong-Buk,Yeongyang-gun
50,51,0.0,J,Gyeong-Buk,Bonghwa-gun
52,51,0.0,J,Gyeong-Buk,Yeongyang-gun
52,51,0.0,J,Gyeong-Buk,Uljin-gun
53,51,0.0,J,Gyeong-Buk,Yeongyang-gun
53,51,0.0,J,Gyeong-Buk,Uljin-gun
25,52,0.0,I,Chung-Nam,Seosan-si
25,52,0.0,I,Chung-Nam,Dangjin-si
26,52,0.0,I,Chung-Nam,Seosan-si
26,52,0.0,I,Chung-Nam,Dangjin-si
29,52,0.0,I,Chung-Nam,Asan-si
29,52,0.0,I,Chung-Nam,Dangjin-si
33,52,0.0,F,Gyeonggi,Anseong-si
33,52,0.0,I,Chung-Nam,"Seobuk-gu, Cheonan-si"
33,52,0.0,F,Gyeonggi,Anseong-si
33,52,0.0,H,Chungbuk,Jincheon-gun
36,52,0.0,H,Chungbuk,Jeungpyeong-gun
