,A_NOX_ALL,A_VOC_ALL,B_NOX_ALL,B_VOC_ALL,C_NOX_ALL,C_VOC_ALL,D_NOX_ALL,D_VOC_ALL,E_NOX_ALL,E_VOC_ALL,F_NOX_ALL,F_VOC_ALL,G_NOX_ALL,G_VOC_ALL,H_NOX_ALL,H_VOC_ALL,I_NOX_ALL,I_VOC_ALL,J_NOX_ALL,J_VOC_ALL,K_NOX_ALL,K_VOC_ALL,L_NOX_ALL,L_VOC_ALL,M_NOX_ALL,M_VOC_ALL,N_NOX_ALL,N_VOC_ALL,O_NOX_ALL,O_VOC_ALL,P_NOX_ALL,P_VOC_ALL,Q_NOX_ALL,Q_VOC_ALL
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.8711630094863941,1.2412961992024156,0.8695279278915159,1.0087033184526395,1.069481646728388,1.1217907030693752,0.8347536326093135,1.2229741528346378,0.7044720162157277,1.1894679166575506,1.3341232297823309,0.9213095831623186,1.0101239047667243,0.8107209910960843,0.7459908493722115,0.6820502197885214,0.6368218730047419,0.7120810530319747,1.1449002480969586,1.127884298295539,0.8725567947156938,0.9609252719519268,0.7563828004481401,0.9255554597757184,1.123552856875398,1.1788534734020166,1.308851746280023,0.8773572349010124,1.2355520131922058,0.8436116254225283,0.8662574514274873,1.1201861077522817,0.6712719742959298,1.0244379814345523
3,0.7348208623524609,0.6472306261845356,1.1888540723073735,1.0002016084799932,0.934321579485316,0.9708534709297154,1.0125325411897264,1.279527796032338,1.0930721412193,0.9182694869374486,0.9419448505261624,0.6658898847661974,1.1204782950360443,0.6967003535612843,0.9274069479799464,1.2164231805062604,1.0497767463636185,1.0707455151131724,1.3183961873769732,1.0939436371469908,1.1500075256347313,0.801803919988677,0.8600457302554666,1.046415735844516,1.1728563239618388,1.0410476353676383,0.788513068135565,0.7570335956475899,1.2370884802872124,0.9330847736570664,1.278161559834192,1.2844563205603852,1.1276906976356826,0.8659925244498093
4,1.2349006890920724,1.2635365065917057,0.955755524194386,0.9710376828831496,0.8225880604889881,1.0216250989208209,0.6838704199933201,0.7885242509522649,1.0769827912602077,0.7606863650259191,0.9201028797600534,1.1183286665767591,1.0452044315704745,1.0394624003617756,1.2566039579758284,0.94297480071959,1.1815623042118837,0.8514403582880721,1.2033609903636824,1.1222284901099724,1.0940948725287154,0.7462749137115099,1.1558762007022112,0.8217977295938292,0.9378890552626914,0.8966193625761242,1.4289531965951798,0.9847744467447812,1.2604457355680234,1.3880770633545605,0.9918362870283276,1.163404725748113,1.140884953790852,1.2750852363392284
5,0.8063404726166385,0.7347202854407914,1.0902804519724505,1.1476257697336074,0.9033811173602956,0.7954768969868411,1.0526974660070765,1.2124007256658589,1.015288799518275,0.6441294516718427,0.6617332291497455,0.9808330214912794,1.016282607096628,1.3328989916492102,1.1378224372446395,0.7815184113977509,1.2184443731629404,1.090843582495863,1.123168118038953,0.693895119992919,1.1310698024984835,1.300568212202454,0.8605428071499281,0.6943223693955757,1.2310002696153477,1.1855164324263578,0.5814014222809514,1.1743676373068648,0.8376143665427839,1.2892468537287558,1.093813102845357,0.8699235974683797,1.1945105786700532,0.7708111951037001
6,0.9936562182583304,0.8491863280898655,1.0028623046200844,1.121170046732569,0.9833130805082646,1.2723125774677726,1.12963610652616,1.0402056348470468,1.2419905392899864,1.1386439536979556,1.1002543987450728,0.6895561188682569,1.2483570395586006,1.0764200483122006,1.2529661607774798,0.7721807131472258,1.1064948725450774,1.1550144495210335,0.8082766704303254,0.7644601283188961,0.8472437191414394,1.1720229805249702,0.8523946102735654,1.2164942417518223,0.9745781599919836,1.1540226497279102,1.2139500408434287,1.287323836463823,0.8984225554179017,1.0768047466189496,0.8228245644706143,0.8703936791356887,0.747574083927445,1.2366354781144058
7,1.2056253107735686,0.7747803849447527,0.9951807494579136,0.7810297472264094,1.1861392223946667,1.0485810324211182,0.7447268628905878,0.7544033233233378,0.6381502204373849,0.7624949895273606,0.7800663374357663,1.218723575761665,0.5784877586161233,0.9348263107355052,0.7767797233774228,1.1961964873687434,1.034125726086935,0.854855368031664,1.1898413100577512,1.2872083334860622,1.143520692391054,0.7734486419346145,0.992722743928977,0.8334527239809074,0.8976351941310086,0.6705187846973554,0.8543097995935329,0.9862472827935554,0.789265698424543,0.788872091560674,1.031666835078282,0.7577151501164289,0.8934959480454883,1.3020400823528255
8,0.8482677722812988,0.6089671459270551,1.0086141088221448,0.7152887857800082,1.3451474569502742,0.700387383973686,0.8571764545222387,0.8605262166417749,0.587497814351474,0.5632378814435841,1.1771279990776966,0.9456366801884316,0.9399252153861928,0.8698319257454835,0.7519875545132026,0.9660405266709928,0.9636856514181568,1.0696965772878124,0.9565736451445817,1.2878989648169392,1.2117042996818377,0.9304663958208124,0.9093689511568276,0.6195605367544175,0.9970606491103694,0.9529677871311936,1.2208214247506834,1.032586384191437,0.6967572050747097,0.9043913069067476,1.2684613675438383,1.186087724519418,0.8586581817217919,1.1025573109256497
9,0.9355792685891924,1.0859202691638203,0.780446383792684,0.8531134608337713,0.7845100491128344,1.1556266514175275,0.7083856768511793,1.1612215446450256,0.8133425345193901,0.8416956758409355,0.6516785297432123,1.044580583278076,1.1537853423166642,0.7604544805158265,0.7769852845413661,1.1815042821803574,0.838759278867725,0.8058622429541996,0.844159879869241,0.8312981721668998,1.1047942056080753,0.761747434904131,1.095175927108879,1.012538769735518,0.6943515837368023,0.5664466220060035,1.291892971631175,1.1981061685409695,0.5526956800744846,0.956907676069002,0.9718856763123366,0.8866818264463144,0.8711328906706628,1.0765772498132384
10,0.9089876637339936,1.2474687502460289,1.2448155872967748,1.1074505527733007,0.5962197323143611,0.7137382880714929,0.9396070787322012,1.0868753520492127,0.9514914647838808,0.8378610049666162,1.3325072490791543,0.9293752084607916,1.2720905685405215,1.0967204396094514,1.2785816736899982,0.8799288092944931,0.6426499106071152,0.7567068167774622,0.7632894796684323,1.1857273850925274,0.7427457772295514,1.0444798751953532,1.007759911140889,0.8393397447545262,0.9150533458258782,0.6607240377893616,0.9761346963305704,1.1464215663947364,0.9796515717182616,0.927705501680623,1.3229781015893198,1.2463411517138383,1.0777823815417198,0.8500940912937015
11,0.8144101976323753,1.0263819508595768,1.1469229603839823,1.1167326002183149,0.7253026216742309,0.7016612076649941,0.9687716728110988,0.8910426723766719,0.816238373081563,1.0491413982462876,1.001644061668065,0.592503895733225,1.058707219445388,1.016253032949613,0.8871443437881728,0.9954016271965378,1.2492806149676416,1.3598028281851438,0.7624211473730708,0.8043421942970789,1.1277705627642975,1.2056743399463,0.8776754326024933,1.1714643421157664,1.2063112636022943,1.252082612107206,0.7001814118168803,0.8567210674883187,1.3077785569520988,1.2419319300839862,1.094983073337148,1.0263648981578757,1.2456898886289485,0.9939549734009772
